Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,VIP
22.0,0.0,78.0,642.0,0.0,0.0,Andine Mcneiley,1099_01,Earth,False,F/225/P,PSO J318.5-22,False
18.0,490.0,355.0,298.0,245.0,0.0,Ros Cuche,1100_01,Mars,False,F/226/P,TRAPPIST-1e,False
5.0,224.687617481203,0.0,0.0,0.0,0.0,Jel Cuche,1100_02,Mars,False,F/226/P,TRAPPIST-1e,False
18.0,787.0,0.0,106.0,1710.0,0.0,Cireal Cuche,1100_03,Mars,False,F/226/P,TRAPPIST-1e,False
29.0,528.0,271.0,99.0,0.0,130.0,Heat Frité,1100_04,Mars,False,E/62/P,TRAPPIST-1e,False
39.0,173.0,0.0,660.0,1.0,781.0,Boats Dan,1102_01,Mars,missing,F/227/P,PSO J318.5-22,False
17.0,82.0,0.0,263.0,16.0,515.0,Leen Willangsey,1105_01,Earth,False,F/208/S,TRAPPIST-1e,False
58.0,55.0,0.0,756.0,246.0,100.0,Blesh Seen,1108_01,Mars,False,F/211/S,TRAPPIST-1e,False
5.0,0.0,0.0,0.0,0.0,0.0,missing,1108_02,Mars,True,F/211/S,TRAPPIST-1e,False
23.0,0.0,24.0,0.0,55.0,7516.0,Auvara Ennalve,1110_01,Europa,False,C/42/S,TRAPPIST-1e,False
26.0,8.0,6138.0,0.0,3.0,754.0,Batomam Ennalve,1110_02,Europa,False,C/42/S,55 Cancri e,False
40.0,0.0,4076.0,6124.0,58.0,100.0,Elebola Opshaft,1112_01,Europa,False,B/39/P,55 Cancri e,False
20.0,0.0,0.0,0.0,0.0,719.0,Stevey Fielsenders,1113_01,Earth,False,E/78/S,TRAPPIST-1e,False
38.0,936.0,0.0,363.0,0.0,0.0,Jet Kidne,1114_01,Mars,False,E/79/S,TRAPPIST-1e,True
31.0,0.0,0.0,0.0,0.0,0.0,Apple Kidne,1114_02,Mars,False,E/79/S,TRAPPIST-1e,False
34.0,0.0,0.0,0.0,0.0,0.0,Arl Oneidson,1115_01,Earth,True,G/173/S,TRAPPIST-1e,False
9.0,0.0,0.0,0.0,0.0,0.0,Rickie Barnolaney,1116_01,Earth,False,G/174/S,TRAPPIST-1e,False
36.0,0.0,3011.0,0.0,0.0,98.0,Evane Barnolaney,1116_02,Earth,missing,missing,TRAPPIST-1e,False
26.0,0.0,0.0,0.0,0.0,0.0,Colly Barnolaney,1116_03,Earth,True,G/174/S,TRAPPIST-1e,False
18.0,855.0,0.0,51.0,0.0,0.0,Jimen Andackson,1117_01,Earth,False,E/63/P,TRAPPIST-1e,False
55.0,98.0,46.0,0.0,743.0,0.0,Lynez Burnerez,1121_01,Earth,False,F/229/P,PSO J318.5-22,missing
28.0,0.0,402.0,0.0,135.0,9010.0,Altanin Praded,1123_01,Europa,False,B/40/P,TRAPPIST-1e,False
18.0,0.0,0.0,0.0,0.0,0.0,Weid Dishocatal,1127_01,Europa,True,B/43/S,55 Cancri e,False
28.0,2.0,0.0,0.0,787.0,3.0,Ritany Bellyonsley,1129_01,Earth,False,E/80/S,TRAPPIST-1e,False
23.0,224.687617481203,0.0,0.0,0.0,0.0,Guaney Cako,1130_01,Mars,True,E/81/S,TRAPPIST-1e,False
20.0,224.687617481203,3.0,3505.0,199.0,17.0,Camonk Cako,1130_02,Mars,False,D/38/S,55 Cancri e,False
22.0,0.0,0.0,0.0,0.0,0.0,Kariel Benney,1132_01,Earth,True,missing,TRAPPIST-1e,False
27.0,0.0,0.0,0.0,0.0,0.0,Anes Lake,1133_01,Mars,False,E/64/P,TRAPPIST-1e,False
13.0,0.0,0.0,0.0,0.0,0.0,Hadyon Sobvisted,1134_01,Europa,True,missing,55 Cancri e,False
32.0,0.0,1755.0,0.0,0.0,67.0,Dessie Bowenasey,1136_01,Earth,False,G/175/S,TRAPPIST-1e,False
53.0,0.0,143.0,1632.0,3.0,756.0,Scelava Sofraten,1140_01,Europa,False,B/46/S,TRAPPIST-1e,False
34.0,0.0,0.0,0.0,0.0,0.0,Mergas Sofraten,1140_02,Europa,True,B/46/S,TRAPPIST-1e,False
42.0,0.0,0.0,0.0,0.0,0.0,Wasaleh Sofraten,1140_03,Europa,True,B/46/S,55 Cancri e,False
19.0,0.0,0.0,0.0,0.0,0.0,Kerrie Simstravery,1141_01,Earth,True,G/176/S,TRAPPIST-1e,False
54.0,0.0,0.0,0.0,0.0,908.0,Evaned Pugherman,1142_01,Earth,False,G/173/P,TRAPPIST-1e,False
12.0,0.0,0.0,0.0,0.0,0.0,Molley Barnolderg,1144_01,Earth,False,G/177/S,TRAPPIST-1e,False
35.0,482.0,0.0,884.0,0.0,30.0,Carlie Barnolderg,1144_02,Earth,False,F/217/S,TRAPPIST-1e,False
55.0,412.0,97.0,3.0,0.0,304.8547912992357,Landa Barnolderg,1144_03,Earth,False,G/177/S,TRAPPIST-1e,False
26.0,620.0,0.0,187.0,0.0,1304.0,Dianie Roses,1146_01,Earth,False,F/232/P,55 Cancri e,missing
49.0,0.0,0.0,0.0,0.0,0.0,Solam Semageary,1147_01,Europa,True,B/42/P,TRAPPIST-1e,False
22.0,0.0,458.07720329024676,0.0,0.0,0.0,Bosonon Clugete,1148_01,Europa,True,C/42/P,55 Cancri e,False
28.82793046746535,0.0,122.0,2138.0,7368.0,1213.0,Axinon Clugete,1148_02,Europa,False,C/42/P,55 Cancri e,False
30.0,0.0,5225.0,0.0,8.0,1933.0,Caia Clugete,1148_03,Europa,False,C/42/P,TRAPPIST-1e,False
39.0,0.0,5212.0,2.0,118.0,61.0,Azet Clugete,1148_04,Europa,False,missing,55 Cancri e,False
14.0,0.0,0.0,0.0,0.0,0.0,Halleth Clugete,1148_05,Europa,True,C/42/P,missing,False
29.0,0.0,0.0,173.72916912197996,0.0,0.0,Batares Clugete,1148_06,Europa,True,C/42/P,TRAPPIST-1e,False
34.0,2386.0,841.0,76.0,26.0,1693.0,Edaron Clugete,1148_07,Europa,False,C/42/P,55 Cancri e,False
8.0,0.0,0.0,0.0,0.0,0.0,Lyne Logannon,1149_01,Earth,False,G/178/S,55 Cancri e,False
7.0,0.0,0.0,0.0,0.0,0.0,Paulie Quinnerettt,1149_02,Earth,False,G/178/S,TRAPPIST-1e,False
3.0,0.0,0.0,0.0,0.0,0.0,Sonnie Quinnerettt,1149_03,Earth,True,G/178/S,TRAPPIST-1e,False
0.0,0.0,0.0,0.0,0.0,0.0,Chadie Vaught,1149_04,Earth,False,G/178/S,TRAPPIST-1e,False
10.0,0.0,0.0,0.0,0.0,0.0,Karie Quinnerettt,1149_05,Earth,False,G/178/S,55 Cancri e,False
16.0,224.687617481203,0.0,0.0,0.0,0.0,Dona Brookes,1150_01,Earth,True,G/179/S,55 Cancri e,missing
41.0,29.0,0.0,1095.0,0.0,4.0,Gral Coflé,1152_01,Mars,False,F/218/S,TRAPPIST-1e,False
18.0,0.0,0.0,0.0,0.0,0.0,Alfrey Corman,1153_01,Earth,True,G/174/P,TRAPPIST-1e,False
25.0,0.0,458.07720329024676,0.0,311.1387779083431,0.0,Celeb Ingascomet,1154_01,Europa,True,B/43/P,TRAPPIST-1e,False
32.0,0.0,0.0,0.0,0.0,0.0,Bahyon Ingascomet,1154_02,Europa,True,B/43/P,TRAPPIST-1e,False
26.0,0.0,0.0,0.0,0.0,0.0,Cella Ingascomet,1154_03,Europa,True,B/43/P,55 Cancri e,False
26.0,131.0,799.0,0.0,0.0,16.0,missing,1155_01,Earth,False,F/233/P,TRAPPIST-1e,False
18.0,0.0,0.0,0.0,0.0,0.0,Jayne Hessey,1155_02,Earth,True,G/175/P,TRAPPIST-1e,False
27.0,0.0,2987.0,2.0,3072.0,67.0,Sterfik Motter,1156_01,Europa,False,B/47/S,TRAPPIST-1e,False
26.0,0.0,0.0,0.0,0.0,0.0,Kocha Motter,1156_02,Europa,True,B/47/S,TRAPPIST-1e,False
28.0,0.0,11330.0,72.0,43.0,461.0,Zanino Anderking,1161_01,Europa,False,B/48/S,55 Cancri e,False
19.0,0.0,1291.0,0.0,16139.0,687.0,Mirfark Anderking,1161_02,Europa,False,B/48/S,55 Cancri e,False
31.0,0.0,1847.0,0.0,103.0,694.0,Menchah Radisiouss,1162_01,Europa,False,C/45/S,TRAPPIST-1e,False
35.0,0.0,1328.0,5.0,0.0,7.0,missing,1163_01,Earth,False,F/235/P,55 Cancri e,False
46.0,0.0,7201.0,0.0,32.0,2587.0,Azhah Heermy,1165_01,Europa,False,B/44/P,55 Cancri e,False
37.0,636.0,333.0,0.0,205.0,67.0,Kumark Heermy,1165_02,Europa,False,B/44/P,TRAPPIST-1e,False
29.0,0.0,0.0,0.0,0.0,0.0,Nusakab Waring,1165_03,Europa,True,B/44/P,TRAPPIST-1e,False
17.0,0.0,0.0,0.0,0.0,0.0,Okulas Waring,1165_04,Europa,True,B/44/P,TRAPPIST-1e,False
30.0,0.0,3564.0,926.0,1.0,1920.0,Wasath Shoeweely,1166_01,Europa,False,C/43/P,55 Cancri e,False
28.0,0.0,0.0,173.72916912197996,0.0,0.0,Sugbix Terry,1167_01,Mars,True,F/236/P,TRAPPIST-1e,False
16.0,0.0,58.0,12.0,68.0,653.0,Brancy Hughriend,1168_01,Earth,False,E/69/P,TRAPPIST-1e,False
40.0,2357.0,0.0,9.0,0.0,0.0,Tifet Sin,1169_01,Mars,missing,F/221/S,TRAPPIST-1e,False
23.0,0.0,0.0,279.0,0.0,512.0,Samie Mcneiley,1170_01,Earth,False,E/83/S,TRAPPIST-1e,False
24.0,96.0,592.0,12.0,0.0,0.0,Ryany Gallandez,1173_01,Earth,False,G/182/S,PSO J318.5-22,missing
36.0,0.0,0.0,173.72916912197996,0.0,0.0,Janita Lessonerry,1174_01,Earth,True,G/176/P,TRAPPIST-1e,False
34.0,0.0,0.0,0.0,0.0,0.0,Ers Brin,1175_01,Mars,True,F/223/S,TRAPPIST-1e,False
59.0,0.0,0.0,0.0,0.0,0.0,Kaffias Wasterivel,1177_01,Europa,True,C/44/P,TRAPPIST-1e,False
20.0,0.0,0.0,600.0,0.0,0.0,Walla Summington,1178_01,Earth,False,F/224/S,TRAPPIST-1e,False
15.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Dischod,1179_01,Europa,True,B/49/S,TRAPPIST-1e,False
19.0,0.0,458.07720329024676,957.0,4.0,0.0,Reneen Irwines,1180_01,Earth,False,F/225/S,TRAPPIST-1e,False
64.0,0.0,0.0,0.0,0.0,0.0,Mits Pota,1182_01,Mars,True,F/237/P,55 Cancri e,False
24.0,2997.0,0.0,3.0,0.0,7.0,Wee Pota,1182_02,Mars,False,E/70/P,TRAPPIST-1e,False
23.0,60.0,1356.0,0.0,0.0,0.0,Ork Pota,1182_03,Mars,False,F/237/P,TRAPPIST-1e,missing
30.0,224.687617481203,0.0,0.0,679.0,0.0,Alls Nutty,1185_01,Mars,False,E/71/P,TRAPPIST-1e,False
0.0,0.0,0.0,0.0,0.0,0.0,Card Browlerson,1186_01,Earth,False,G/183/S,TRAPPIST-1e,False
8.0,0.0,0.0,0.0,0.0,0.0,Elany Browlerson,1186_02,Earth,False,G/183/S,TRAPPIST-1e,missing
1.0,0.0,0.0,0.0,0.0,0.0,Harrie Browlerson,1186_03,Earth,True,G/183/S,TRAPPIST-1e,False
48.0,0.0,33.0,654.0,0.0,113.0,Oraryn Browlerson,1186_04,Earth,False,F/227/S,TRAPPIST-1e,False
12.0,0.0,0.0,0.0,0.0,0.0,Eriney Browlerson,1186_05,Earth,False,G/183/S,TRAPPIST-1e,False
30.0,0.0,575.0,180.0,4.0,44.0,Erick Matts,1187_01,Earth,False,F/228/S,TRAPPIST-1e,False
10.0,0.0,0.0,0.0,0.0,0.0,Hughan Matts,1187_02,Earth,False,G/184/S,TRAPPIST-1e,False
11.0,0.0,0.0,0.0,0.0,0.0,Stace Matts,1187_03,Earth,False,G/184/S,TRAPPIST-1e,False
58.0,204.0,4227.0,0.0,3026.0,61.0,Genubi Sorticbar,1188_01,Europa,False,C/46/P,TRAPPIST-1e,False
52.0,0.0,243.0,464.0,71.0,8.0,Melica Carpennels,1190_01,Earth,False,E/72/P,TRAPPIST-1e,False
36.0,0.0,0.0,0.0,0.0,1583.0,Annah Santry,1191_01,Earth,False,F/229/S,TRAPPIST-1e,False
32.0,600.0,670.0,0.0,187.0,0.0,Ivaney Moodman,1192_01,Earth,False,F/238/P,TRAPPIST-1e,False
16.0,0.0,0.0,0.0,0.0,0.0,Eleonon Presstic,1193_01,Europa,True,B/50/S,TRAPPIST-1e,False
25.0,0.0,0.0,0.0,0.0,0.0,Solam Presstic,1193_02,Europa,True,B/50/S,55 Cancri e,False
28.0,2.0,558.0,0.0,0.0,0.0,Mael Lancis,1195_01,Earth,False,F/239/P,55 Cancri e,False
32.0,0.0,122.0,3700.0,337.0,1388.0,Wasatan Folhal,1197_01,Europa,False,B/45/P,55 Cancri e,True
28.0,42.0,1116.0,0.0,0.0,0.0,Rinnab Tie,1198_01,Mars,False,missing,TRAPPIST-1e,missing
16.0,0.0,0.0,752.0,0.0,235.0,Lillen Hubbarnett,1199_01,Earth,False,E/73/P,TRAPPIST-1e,False
50.0,0.0,5473.0,0.0,703.0,6381.0,Celava Unrent,1203_01,Europa,False,B/51/S,55 Cancri e,True
20.0,71.0,8.0,513.0,354.0,0.0,Vana Powery,1206_01,Earth,False,F/241/P,TRAPPIST-1e,False
23.0,224.687617481203,0.0,6.0,30.0,200.0,Arllia Blainson,1208_01,Earth,False,G/178/P,TRAPPIST-1e,False
45.0,0.0,0.0,0.0,0.0,0.0,Helean Brooker,1210_01,Earth,True,G/179/P,TRAPPIST-1e,missing
23.0,393.0,510.0,0.0,0.0,5.0,Done Brooker,1210_02,Earth,False,G/179/P,TRAPPIST-1e,False
53.0,0.0,0.0,0.0,0.0,0.0,Andyn Alvasquez,1211_01,Earth,True,G/186/S,PSO J318.5-22,False
8.0,0.0,0.0,0.0,0.0,0.0,Curtle Alvasquez,1211_02,Earth,True,G/186/S,TRAPPIST-1e,False
6.0,0.0,0.0,0.0,0.0,0.0,Bethy Pollarkeeks,1211_03,Earth,True,G/186/S,TRAPPIST-1e,False
3.0,0.0,0.0,0.0,0.0,0.0,Erick Pollarkeeks,1211_04,Earth,True,G/186/S,TRAPPIST-1e,False
13.0,1.0,212.0,843.0,78.0,10.0,Scotty Alvasquez,1211_05,Earth,False,F/232/S,55 Cancri e,False
60.0,0.0,0.0,0.0,0.0,0.0,Ianna Alvasquez,1211_06,Earth,True,G/186/S,TRAPPIST-1e,False
1.0,0.0,0.0,0.0,311.1387779083431,0.0,Bretty Pollarkeeks,1211_07,Earth,False,G/186/S,55 Cancri e,False
40.0,0.0,1.0,195.0,560.0,0.0,Luise Vales,1212_01,Earth,False,G/180/P,TRAPPIST-1e,False
51.0,0.0,458.07720329024676,800.0,0.0,4.0,Lison Mckinsond,1213_01,Earth,False,F/242/P,TRAPPIST-1e,False
31.0,0.0,0.0,0.0,0.0,0.0,Elanie Fulloydez,1214_01,Earth,True,G/181/P,55 Cancri e,False
28.0,0.0,0.0,0.0,0.0,0.0,Kaye Huntt,1215_01,Earth,True,G/187/S,TRAPPIST-1e,False
20.0,65.0,905.0,0.0,0.0,0.0,Iree Pentss,1216_01,Earth,False,G/182/P,TRAPPIST-1e,False
14.0,0.0,0.0,0.0,2143.0,7.0,Karah Gilleranks,1218_01,Earth,False,F/243/P,TRAPPIST-1e,False
23.0,0.0,592.0,0.0,345.0,810.0,Misamak Fanchy,1220_01,Europa,False,E/76/P,TRAPPIST-1e,False
4.0,0.0,0.0,0.0,0.0,0.0,Wine Alfordonard,1221_01,Earth,False,G/188/S,TRAPPIST-1e,False
20.0,0.0,0.0,0.0,1608.0,1.0,Tricky Alfordonard,1221_02,Earth,False,E/87/S,TRAPPIST-1e,False
75.0,0.0,493.0,0.0,131.0,132.0,Evenna Hubert,1222_01,Earth,False,G/183/P,TRAPPIST-1e,False
24.0,0.0,0.0,0.0,0.0,0.0,Terope Coweboded,1223_01,Europa,True,C/48/S,55 Cancri e,False
18.0,2.0,1311.0,60.0,28.0,1.0,Margia Morrodgers,1225_01,Earth,False,F/244/P,TRAPPIST-1e,False
21.0,0.0,0.0,0.0,0.0,0.0,Snich Purle,1228_01,Mars,True,missing,TRAPPIST-1e,False
59.0,142.0,0.0,907.0,0.0,0.0,Newtch Purle,1228_02,Mars,False,E/89/S,TRAPPIST-1e,False
27.0,0.0,0.0,863.0,33.0,2.0,Nelsie Floydendley,1229_01,Earth,False,F/245/P,TRAPPIST-1e,False
38.0,354.0,34.0,0.0,291.0,229.0,Catha Gainebergan,1230_01,Earth,False,G/189/S,TRAPPIST-1e,False
41.0,0.0,0.0,0.0,0.0,0.0,Marms Emead,1231_01,Mars,True,E/77/P,TRAPPIST-1e,False
36.0,0.0,0.0,0.0,0.0,0.0,Sarthim Geraing,1232_01,Europa,True,C/49/S,TRAPPIST-1e,False
29.0,0.0,42.0,0.0,4651.0,661.0,Tope Geraing,1232_02,Europa,False,C/49/S,55 Cancri e,False
22.0,0.0,0.0,0.0,0.0,0.0,Aarone Burryerson,1233_01,Earth,True,G/184/P,PSO J318.5-22,False
23.0,0.0,0.0,1250.0,0.0,0.0,Derina Lambles,1234_01,Earth,False,F/236/S,PSO J318.5-22,False
32.0,27.0,393.0,1061.0,27.0,0.0,Lyn Scottuez,1235_01,Earth,False,F/237/S,TRAPPIST-1e,False
21.0,614.0,43.0,0.0,1.0,0.0,Briany Lancock,1236_01,Earth,False,F/246/P,55 Cancri e,False
26.0,0.0,1026.0,3301.0,831.0,356.0,Merops Pronfraked,1238_01,Europa,False,C/50/S,TRAPPIST-1e,False
61.0,0.0,0.0,0.0,0.0,0.0,missing,1238_02,Europa,True,B/53/S,TRAPPIST-1e,False
30.0,585.0,13.0,122.0,40.0,105.0,Guye Klindsey,1239_01,Earth,False,E/78/P,PSO J318.5-22,False
40.0,889.0,185.0,0.0,0.0,28.0,Nelsie Bookson,1240_01,Earth,False,F/238/S,TRAPPIST-1e,False
37.0,0.0,4677.0,0.0,115.0,223.0,Antonon Clugeadry,1242_01,Europa,False,C/48/P,55 Cancri e,False
41.0,0.0,4224.0,0.0,1374.0,1281.0,Tautrix Drivery,1243_01,Europa,False,A/9/P,TRAPPIST-1e,False
32.0,8168.0,69.0,11.0,371.0,0.0,Geno Oderient,1243_02,Europa,False,A/9/P,TRAPPIST-1e,False
30.0,0.0,192.0,0.0,565.0,0.0,Valey Schmondez,1246_01,Earth,False,G/185/P,TRAPPIST-1e,False
27.0,0.0,458.07720329024676,0.0,0.0,0.0,Landa Ewiseston,1248_01,Earth,False,F/239/S,PSO J318.5-22,False
22.0,0.0,17.0,0.0,61.0,567.0,Dony Torrez,1250_01,Earth,False,F/240/S,TRAPPIST-1e,False
54.0,704.0,0.0,431.0,0.0,47.0,Cupers Breke,1254_01,Mars,False,D/44/S,TRAPPIST-1e,False
27.0,4.0,0.0,896.0,229.0,0.0,Babix Breke,1254_02,Mars,False,F/241/S,TRAPPIST-1e,False
52.0,0.0,0.0,0.0,311.1387779083431,0.0,Shres Potte,1255_01,Mars,True,F/242/S,TRAPPIST-1e,False
15.0,0.0,0.0,0.0,0.0,0.0,Razzle Potte,1255_02,Mars,True,F/242/S,TRAPPIST-1e,False
27.0,1277.0,0.0,1.0,10.0,9.0,Hary Erpie,1256_01,Mars,False,E/92/S,TRAPPIST-1e,False
30.0,0.0,3628.0,289.0,1737.0,4987.0,Tauva Cowsearney,1258_01,Europa,False,A/10/P,55 Cancri e,False
19.0,0.0,0.0,619.0,0.0,142.0,Eulahy Mcguirez,1259_01,Earth,False,F/243/S,TRAPPIST-1e,False
22.0,0.0,0.0,0.0,0.0,0.0,Glena Scotterkins,1260_01,Earth,True,G/186/P,PSO J318.5-22,False
43.0,1365.0,3106.0,0.0,50.0,2313.0,Brafirk Healted,1261_01,Europa,False,C/49/P,55 Cancri e,False
25.0,1084.0,1.0,66.0,0.0,5.0,Batses Vloaf,1263_01,Mars,False,F/244/S,TRAPPIST-1e,False
51.0,0.0,1.0,0.0,51.0,945.0,Franda Roberrenn,1264_01,Earth,False,E/79/P,TRAPPIST-1e,False
34.0,0.0,0.0,0.0,0.0,0.0,Hencey Jacostaffey,1267_01,Earth,True,G/191/S,PSO J318.5-22,missing
21.0,2066.0,0.0,15.0,0.0,1.0,Gorn Pane,1269_01,Mars,False,E/80/P,TRAPPIST-1e,False
21.0,0.0,0.0,0.0,0.0,0.0,Melara Hubbarrison,1271_01,Earth,True,G/189/P,PSO J318.5-22,False
23.0,0.0,0.0,0.0,759.0,0.0,Teremy Cruzaley,1273_01,Earth,False,F/246/S,TRAPPIST-1e,False
38.0,0.0,0.0,591.0,40.0,173.0,Claine Willangsey,1274_01,Earth,False,F/254/P,55 Cancri e,False
30.0,0.0,0.0,0.0,0.0,0.0,Ren Howayery,1278_01,Earth,True,G/190/P,TRAPPIST-1e,False
31.0,0.0,0.0,0.0,0.0,0.0,Sadark Dynigic,1279_01,Europa,True,C/50/P,55 Cancri e,False
44.0,0.0,178.0,482.0,0.0,0.0,Antone Leton,1280_01,Earth,False,F/257/P,PSO J318.5-22,False
14.0,0.0,0.0,0.0,0.0,0.0,Andice Tranciams,1281_01,Earth,True,G/193/S,TRAPPIST-1e,False
18.0,0.0,0.0,0.0,0.0,0.0,Dony Handertiz,1282_01,Earth,True,G/191/P,PSO J318.5-22,missing
19.0,6.0,458.07720329024676,1.0,714.0,0.0,Enrie Burchanez,1283_01,Earth,False,G/194/S,TRAPPIST-1e,False
28.82793046746535,0.0,458.07720329024676,0.0,0.0,0.0,Hal Knité,1284_01,Mars,True,F/247/S,missing,False
36.0,286.0,415.0,16.0,0.0,0.0,Ricia Weaverays,1285_01,Earth,False,F/258/P,55 Cancri e,False
10.0,0.0,0.0,0.0,0.0,0.0,Jackix Fache,1286_01,Mars,True,F/248/S,TRAPPIST-1e,False
1.0,0.0,0.0,0.0,0.0,0.0,Wilves Pimne,1287_01,Mars,True,F/259/P,TRAPPIST-1e,False
4.0,0.0,0.0,0.0,311.1387779083431,0.0,missing,1287_02,Mars,True,F/259/P,55 Cancri e,False
21.0,733.0,0.0,1084.0,1.0,43.0,Diles Pimne,1287_03,Mars,False,F/259/P,TRAPPIST-1e,False
24.0,621.0,0.0,0.0,0.0,0.0,Nance Flemaney,1288_01,Earth,False,G/192/P,TRAPPIST-1e,False
8.0,0.0,0.0,0.0,0.0,304.8547912992357,Idace Fultz,1289_01,Earth,False,G/195/S,TRAPPIST-1e,False
18.0,789.0,0.0,2.0,0.0,19.0,Chelsa Fultz,1289_02,Earth,False,G/195/S,TRAPPIST-1e,False
33.0,1758.0,59.0,4.0,0.0,0.0,Sceres Ponie,1291_01,Mars,False,F/260/P,TRAPPIST-1e,False
31.0,0.0,27723.0,3.0,202.0,3146.0,Scharab Conale,1292_01,Europa,False,B/55/S,55 Cancri e,True
43.0,105.0,368.0,268.0,842.0,13.0,Izarino Conale,1292_02,Europa,False,B/55/S,TRAPPIST-1e,False
20.0,213.0,0.0,173.72916912197996,0.0,584.0,Elany Bertsontry,1293_01,Earth,False,F/261/P,TRAPPIST-1e,False
28.0,0.0,0.0,0.0,0.0,0.0,Aldhib Gulcepusy,1294_01,Europa,True,A/14/S,TRAPPIST-1e,False
30.0,0.0,0.0,0.0,0.0,0.0,Chamak Plegred,1294_02,Europa,True,A/14/S,PSO J318.5-22,False
28.0,224.687617481203,0.0,173.72916912197996,0.0,0.0,Dscheat Gulcepusy,1294_03,Europa,False,A/14/S,TRAPPIST-1e,True
19.0,68.0,0.0,0.0,719.0,0.0,Nica Vaught,1295_01,Earth,missing,missing,TRAPPIST-1e,False
22.0,0.0,0.0,675.0,5.0,0.0,Naomin Moodsey,1299_01,Earth,False,F/250/S,TRAPPIST-1e,False
27.0,1.0,299.0,1.0,380.0,13.0,Loria Robins,1300_01,Earth,False,F/251/S,55 Cancri e,False
22.0,218.0,50.0,4817.0,146.0,256.0,Beah Erry,1302_01,Mars,False,D/45/S,55 Cancri e,False
2.0,0.0,0.0,0.0,0.0,0.0,Lyde Quinnedy,1304_01,Earth,True,E/82/P,55 Cancri e,False
4.0,0.0,0.0,0.0,0.0,0.0,Mamina Carrishley,1304_02,Earth,False,E/82/P,TRAPPIST-1e,False
10.0,0.0,0.0,173.72916912197996,0.0,0.0,Winia Quinnedy,1304_03,Earth,False,E/82/P,TRAPPIST-1e,False
9.0,0.0,0.0,0.0,0.0,0.0,Sethew Powenoble,1304_04,Earth,False,E/82/P,TRAPPIST-1e,False
37.0,0.0,0.0,0.0,0.0,0.0,Moniey Powenoble,1304_05,Earth,True,E/82/P,TRAPPIST-1e,False
2.0,0.0,0.0,0.0,0.0,0.0,Margia Powenoble,1304_06,Earth,False,E/82/P,PSO J318.5-22,False
44.0,0.0,3863.0,1.0,1010.0,514.0,Zaurah Irintious,1306_01,Europa,False,B/56/S,TRAPPIST-1e,False
11.0,0.0,0.0,0.0,0.0,0.0,Alsham Irintious,1306_02,Europa,False,B/56/S,55 Cancri e,False
22.0,0.0,0.0,0.0,0.0,0.0,Andrey Norrison,1307_01,Earth,True,G/193/P,TRAPPIST-1e,False
40.0,0.0,0.0,0.0,0.0,0.0,Diram Plegred,1308_01,Europa,True,missing,55 Cancri e,False
30.0,278.0,3300.0,0.0,8145.0,2519.0,Tachba Plegred,1308_02,Europa,False,E/94/S,55 Cancri e,False
37.0,0.0,439.0,0.0,3198.0,6.0,Grafi Plegred,1308_03,Europa,False,E/94/S,55 Cancri e,False
26.0,0.0,0.0,0.0,0.0,0.0,Medib Plegred,1308_04,Europa,True,E/94/S,55 Cancri e,False
19.0,0.0,4.0,109.0,0.0,671.0,Regana Gordond,1309_01,Earth,False,F/264/P,TRAPPIST-1e,False
57.0,0.0,987.0,1.0,4948.0,53.0,Kitauon Coillery,1310_01,Europa,False,C/52/S,TRAPPIST-1e,False
1.0,0.0,0.0,0.0,0.0,0.0,Pios Make,1311_01,Mars,False,F/265/P,missing,False
17.0,948.0,47.0,292.0,0.0,0.0,Wale Make,1311_02,Mars,False,F/265/P,TRAPPIST-1e,False
26.0,1946.0,4.0,4.0,0.0,623.0,Muld Make,1311_03,Mars,False,D/43/P,TRAPPIST-1e,False
21.0,0.0,0.0,0.0,0.0,0.0,Darley Blandez,1312_01,Earth,True,G/194/P,55 Cancri e,False
28.0,0.0,0.0,0.0,0.0,0.0,Sadrus Quelfly,1316_01,Europa,True,E/95/S,TRAPPIST-1e,False
36.0,0.0,847.0,173.72916912197996,4664.0,89.0,Arion Quelfly,1316_02,Europa,False,E/95/S,55 Cancri e,False
25.0,2508.0,0.0,23.0,0.0,67.0,Ton Tité,1317_01,Mars,False,F/266/P,TRAPPIST-1e,False
40.0,0.0,0.0,0.0,0.0,0.0,Tonnie Masquez,1322_01,Earth,True,G/196/P,TRAPPIST-1e,False
23.0,0.0,0.0,0.0,0.0,0.0,Jilla Gamberson,1323_01,Earth,True,F/267/P,55 Cancri e,False
2.0,0.0,0.0,0.0,0.0,0.0,Carona Gilleyons,1324_01,Earth,True,G/199/S,55 Cancri e,False
10.0,0.0,0.0,0.0,0.0,0.0,Wen Gilleyons,1324_02,Earth,False,G/199/S,55 Cancri e,False
43.0,0.0,0.0,0.0,0.0,0.0,Lewise Gilleyons,1324_03,Earth,True,G/199/S,TRAPPIST-1e,False
0.0,0.0,0.0,0.0,0.0,0.0,Jimen Barbes,1325_01,Earth,True,E/97/S,TRAPPIST-1e,False
24.0,70.0,160.0,340.0,0.0,336.0,Wilmay Barbes,1325_02,Earth,False,E/97/S,TRAPPIST-1e,False
